% Example ARFF for time-series anomaly detection
@relation anomaly_timeseries

@attribute timestamp string
@attribute series_id string
@attribute value numeric
@attribute is_anomaly {0,1}

@data
'2020-01-01 00:00:00',series_001,0.0496714153011232,0
'2020-01-02 00:00:00',series_001,0.0862063841560162,0
'2020-01-03 00:00:00',series_001,0.2638309808929496,0
'2020-01-04 00:00:00',series_001,0.4483974894551574,0
'2020-01-05 00:00:00',series_001,0.366741205089523,0
'2020-01-06 00:00:00',series_001,0.4568909433320347,0
'2020-01-07 00:00:00',series_001,0.7235557340459698,0
'2020-01-08 00:00:00',series_001,0.7220334508469501,0
'2020-01-09 00:00:00',series_001,0.671524694592318,0
'2020-01-10 00:00:00',series_001,0.8387027795210941,0
'2020-01-11 00:00:00',series_001,0.7962102952605267,0
'2020-01-12 00:00:00',series_001,0.8456321298105227,0
'2020-01-13 00:00:00',series_001,0.9571040186568432,0
'2020-01-14 00:00:00',series_001,0.7729237810076853,0
'2020-01-15 00:00:00',series_001,0.813430929376397,0
'2020-01-16 00:00:00',series_001,2.2767262902477867,1
'2020-01-17 00:00:00',series_001,0.8981917271003913,0
'2020-01-18 00:00:00',series_001,1.02264484056884,0
'2020-01-19 00:00:00',series_001,0.8822193225853585,0
'2020-01-20 00:00:00',series_001,0.8038318985599476,0
'2020-01-21 00:00:00',series_001,1.0541870814362184,0
'2020-01-22 00:00:00',series_001,0.8384994959856332,0
'2020-01-23 00:00:00',series_001,0.8126467809581134,0
'2020-01-24 00:00:00',series_001,0.6001514715076265,0
'2020-01-25 00:00:00',series_001,0.6174705262317869,0
'2020-01-26 00:00:00',series_001,0.6055431633973776,0
'2020-01-27 00:00:00',series_001,0.3959302857366314,0
'2020-01-28 00:00:00',series_001,0.4600516766414839,0
'2020-01-29 00:00:00',series_001,0.2696320160882833,0
'2020-01-30 00:00:00',series_001,0.2044331026476566,0
'2020-01-31 00:00:00',series_001,0.0749949736506253,0
'2020-02-01 00:00:00',series_001,0.2206006663903106,0
'2020-02-02 00:00:00',series_001,-0.0661245120735918,0
'2020-02-03 00:00:00',series_001,-0.2700437173011065,0
'2020-02-04 00:00:00',series_001,-0.1798680305697487,0
'2020-02-05 00:00:00',series_001,-0.4794272436743796,0
'2020-02-06 00:00:00',series_001,-0.428092111371649,0
'2020-02-07 00:00:00',series_001,-0.7320770478933516,0
'2020-02-08 00:00:00',series_001,-0.7506820977636022,0
'2020-02-09 00:00:00',series_001,-0.673732591368353,0
'2020-02-10 00:00:00',series_001,-0.6881710947065667,0
'2020-02-11 00:00:00',series_001,-0.805835611476433,0
'2020-02-12 00:00:00',series_001,-0.8872361233400076,0
'2020-02-13 00:00:00',series_001,-0.949696028472145,0
'2020-02-14 00:00:00',series_001,-1.1021271933437031,0
'2020-02-15 00:00:00',series_001,-1.0513757283252054,0
'2020-02-16 00:00:00',series_001,-1.0407465156540263,0
'2020-02-17 00:00:00',series_001,-0.8942833665074941,0
'2020-02-18 00:00:00',series_001,-0.9609150321955364,0
'2020-02-19 00:00:00',series_001,2.8671380865346947,1
'2020-02-20 00:00:00',series_001,-0.9236254806449664,0
'2020-02-21 00:00:00',series_001,-0.9604115247680236,0
'2020-02-22 00:00:00',series_001,-0.9462166375805598,0
'2020-02-23 00:00:00',series_001,-0.765164835861582,0
'2020-02-24 00:00:00',series_001,-0.6627510014673108,0
'2020-02-25 00:00:00',series_001,-0.6045586263050389,0
'2020-02-26 00:00:00',series_001,-0.7064450760849337,0
'2020-02-27 00:00:00',series_001,-0.5720362654751655,0
'2020-02-28 00:00:00',series_001,-0.4211520729159939,0
'2020-02-29 00:00:00',series_001,-0.2653300963678949,0
'2020-03-01 00:00:00',series_001,-0.3157678680828616,0
'2020-03-02 00:00:00',series_001,-0.1886951757746684,0
'2020-03-03 00:00:00',series_001,-0.1813349195612124,0
'2020-03-04 00:00:00',series_001,-0.0901849715525333,0
'2020-03-05 00:00:00',series_001,0.2105300954200975,0
'2020-03-06 00:00:00',series_001,0.3634464621867936,0
'2020-03-07 00:00:00',series_001,0.3168809415617905,0
'2020-03-08 00:00:00',series_001,0.5174436375759212,0
'2020-03-09 00:00:00',series_001,0.5420782096080878,0
'2020-03-10 00:00:00',series_001,0.5251516958620173,0
'2020-03-11 00:00:00',series_001,0.7036369535984247,0
'2020-03-12 00:00:00',series_001,0.892438622604478,0
'2020-03-13 00:00:00',series_001,0.7987801537305438,0
'2020-03-14 00:00:00',series_001,1.0145058341393232,0
'2020-03-15 00:00:00',series_001,0.6431380349044511,0
